Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,15.239999771118164,14.404000282287598,14.850000381469727,15.069999694824219,9232500,15.069999694824219
2022-01-04,15.09000015258789,13.744999885559082,15.069999694824219,14.0600004196167,10987400,14.0600004196167
2022-01-05,14.0600004196167,12.430000305175781,13.772000312805176,12.510000228881836,13993800,12.510000228881836
2022-01-06,12.640000343322754,11.3149995803833,12.329999923706055,11.800000190734863,17376500,11.800000190734863
2022-01-07,12.010000228881836,10.987000465393066,11.800000190734863,11.359999656677246,24480900,11.359999656677246
2022-01-10,11.454999923706055,10.5649995803833,11.145999908447266,11.420000076293945,17313300,11.420000076293945
2022-01-11,12.0,11.36299991607666,11.489999771118164,11.890000343322754,10578800,11.890000343322754
2022-01-12,13.319999694824219,12.079999923706055,12.25,12.640000343322754,21368900,12.640000343322754
2022-01-13,12.680000305175781,12.029999732971191,12.600000381469727,12.079999923706055,9708100,12.079999923706055
2022-01-14,12.09000015258789,11.079999923706055,12.0,11.5600004196167,11941700,11.5600004196167
2022-01-18,11.5,10.619999885559082,11.15999984741211,10.649999618530273,15082700,10.649999618530273
2022-01-19,10.494999885559082,9.8100004196167,10.336999893188477,9.989999771118164,24088500,9.989999771118164
2022-01-20,10.760000228881836,9.699999809265137,10.199999809265137,9.75,12597800,9.75
2022-01-21,10.039999961853027,9.300000190734863,9.779999732971191,9.470000267028809,19105100,9.470000267028809
2022-01-24,9.430000305175781,8.140000343322754,8.899999618530273,9.359999656677246,24829400,9.359999656677246
2022-01-25,9.324999809265137,8.649999618530273,9.04800033569336,8.989999771118164,11432000,8.989999771118164
2022-01-26,9.579999923706055,8.494999885559082,9.220000267028809,8.649999618530273,15005500,8.649999618530273
2022-01-27,8.90999984741211,8.279999732971191,8.869999885559082,8.5,17286300,8.5
2022-01-28,8.850000381469727,8.220000267028809,8.529999732971191,8.8100004196167,13611000,8.8100004196167
2022-01-31,10.010000228881836,8.880000114440918,8.930000305175781,9.930000305175781,13196100,9.930000305175781
2022-02-01,10.875,10.0600004196167,10.170000076293945,10.710000038146973,16893800,10.710000038146973
2022-02-02,10.8100004196167,10.109999656677246,10.800000190734863,10.350000381469727,12413700,10.350000381469727
2022-02-03,10.279999732971191,9.524999618530273,9.890000343322754,9.5600004196167,11617800,9.5600004196167
2022-02-04,9.920000076293945,9.229000091552734,9.569999694824219,9.8100004196167,12951400,9.8100004196167
2022-02-07,10.361000061035156,9.635000228881836,9.899999618530273,9.670000076293945,8350800,9.670000076293945
2022-02-08,10.0649995803833,9.350000381469727,9.550000190734863,9.800000190734863,22411200,9.800000190734863
2022-02-09,10.520000457763672,9.899999618530273,9.9399995803833,10.5,13787400,10.5
2022-02-10,11.21500015258789,10.020000457763672,10.079999923706055,10.289999961853027,16615200,10.289999961853027
2022-02-11,10.944999694824219,10.050999641418457,10.489999771118164,10.229999542236328,10069800,10.229999542236328
2022-02-14,10.494999885559082,9.989999771118164,10.232999801635742,10.140000343322754,9847400,10.140000343322754
2022-02-15,11.390000343322754,10.40999984741211,10.420000076293945,11.289999961853027,13310100,11.289999961853027
2022-02-16,11.28499984741211,10.755000114440918,11.140000343322754,11.229999542236328,9470300,11.229999542236328
2022-02-17,11.300000190734863,10.4399995803833,11.039999961853027,10.609999656677246,9031800,10.609999656677246
